,cv,type,ru,,
,лăска ,verb,тормошить,,
,лăска ,verb,трепать,,
,лăска ,verb,трясти,,
,чăкраш ,nonetype,привередничать,,
,чăкраш ,verb,придираться,,
,мачча ,noun masculine,потолок,,
,мачча ,noun neuter,перекрытие,,
,мачча ,nonetype,потолочный,,
,мачча ,noun masculine,чердак,,
,мачча ,nonetype,чердачный,,
,чĕкеç ,noun feminine,ласточка,,
,чĕкеç ,noun feminine,касатка,,
,мăранлан ,verb,бездельничать,,
,мăранлан ,nonetype,лодырничать,,
,чĕркуçлен ,nonetype,становиться на колени,,
,тем чул ,nonetype,неизвестно сколько,,
,нумайлăха ,adverb,надолго,,
,шалпар ,noun,широкий,,
,шалпар ,nonetype,мешковатый,,
,шалпар ,adjective,просторный,,
,парнелĕх ,nonetype,для подарка,,
,парнелĕх ,nonetype,подарочный,,
,паян ,adverb,сегодня,,
,паян ,adjective,сегодняшний,,
,çилхе ,noun,грива,,
,çинчи ,nonetype,над кем-чем-л.,,
,çинчи ,nonetype,находящийся на,,
,çупах ,noun masculine,лещ,,
,çупах ,nonetype,лещовый,,
,çупах ,nonetype,Лещ,,
,тарçă ,nonetype,наемный работник,,
,тарçă ,noun,слуга,,
,тăванлăх ,noun neuter,родство,,
,тăванлăх ,noun,братство,,
,тăванлăх ,noun,родство,,
,тăнлав ,noun masculine,висок,,
,тăнлав ,nonetype,височный,,
,кăмака ,noun,печка,,
,кăмака ,adjective,печной,,
,кăмака ,verb noun feminine,печь,,
,кăртăш ,noun masculine,ёрш,,
,кăртăш ,nonetype,ерш,,
,кăртăш ,nonetype,Обыкновенный ёрш,,
,тăххăр ,numeral,девять,,
,кĕвенте ,noun,коромысло,,
,киккирик ,noun masculine,гребень,,
,киккирик ,noun,гребешок,,
,тумтир ,noun feminine,одежда,,
,тумтир ,noun masculine,костюм,,
,тумтир ,noun masculine,наряд,,
,тумтир ,nonetype,одежный,,
,тумтир ,noun feminine,одежда,,
,лĕклентер ,verb,мутить,,
,лĕклентер ,verb,тошнить,,
,уйран ,noun feminine,пахта,,
,уйран ,noun,айран,,
,уйран ,nonetype,уйран,,
,уйран ,nonetype,Пахта,,
,мăкал ,nonetype,становиться тупым,,
,мăкал ,nonetype,тупиться,,
,усă ,noun,польза,,
,мĕн ,pronoun,что,,
,мĕн ,determiner,какой,,
,хăна килĕ ,noun feminine,гостиница,,
,пăшăрхан ,verb,обижаться,,
,пăшăрхан ,verb,переживать,,
,пăшăрхан ,verb,расстраиваться,,
,пĕркунхи ,adjective,недавний,,
,пике ,noun,барыня,,
,пике ,noun,барышня,,
,пике ,noun,сударыня,,
,пуçаруçă ,nonetype,зачинатель,,
,пуçаруçă ,noun,инициатор,,
,пудрăла ,nonetype,пудрить,,
,пуçана ,noun,свояк,,
,сăра ,noun neuter,пиво,,
,сăра ,adjective,пивной,,
,сăра ,noun,пиво,,
,пÿл ,verb,загораживать,,
,пÿл ,verb,перебивать,,
,пÿл ,verb,преграждать,,
,пÿл ,verb,прерывать,,
,сенĕк ,noun p,вилы,,
,сав ,verb,любить,,
,сав ,verb,уважать,,
,сав ,verb,ценить,,
,сĕвентер ,verb,прислонять,,
,сĕвентер ,nonetype,приставлять к чему-л.,,
,сăнчăр ,noun,кандалы,,
,сăнчăр ,noun,оковы,,
,сăнчăр ,adjective,цепной,,
,сăнчăр ,noun feminine,цепь,,
,сăнчăр ,noun feminine,цепь,,
,суса антар ,nonetype,раздоить,,
,сухалан ,nonetype,обрастать бородой,,
,сывлăмлă ,nonetype,росистый,,
,çăкăр çемçи ,noun,мякиш,,
,çава ,noun adjective feminine,коса,,
,çава ,nonetype,Коса,,
,çавăтса кай ,verb,увести,,
,çапса çĕмĕр ,nonetype,разбить вдребезги,,
,çăкăр ,noun masculine,хлеб,,
,çăкăр ,adjective,хлебный,,
,пăши ами ,feminine,лосиха,,
,пĕтĕлен ,nonetype,оплодотворяться,,
,салтак ,noun masculine,воин,,
,салтак ,adjective,воинский,,
,салтак ,noun masculine,солдат,,
,салтак ,adjective,солдатский,,
,сăхлантар ,nonetype,вызывать желание к чему-л.,,
,сăхлантар ,verb,занимать,,
,сăхлантар ,verb,интересовать,,
,сывлăш çавăр ,nonetype,перевести дыхание,,
,çекĕл ,noun masculine,крюк,,
,çекĕл ,noun masculine,крючок,,
,хуçа ,noun masculine,владелец,,
,хуçа ,noun masculine,хозяин,,
,хуçа ,feminine,владелица,,
,хуçа ,noun masculine,собственник,,
,хуçа ,feminine,собственница,,
,хуçа ,noun masculine,ходжа,,
,хуçа ,noun feminine,хозяйка,,
,хуçа ,adjective,хозяйский,,
,чарла ,verb,урчать,,
,чей ,noun masculine,чай,,
,чей ,adjective,чайный,,
,чуман ,adjective,ленивый,,
,чуман ,nonetype,неповоротливый,,
,чуман ,nonetype,нерасторопный,,
,чутла ,verb,тесать,,
,чылайранпа ,adverb,давно,,
,чылайранпа ,nonetype,с давних пор,,
,шанчăклăх ,noun,верность,,
,шанчăклăх ,nonetype,надежность,,
,шанчăклăх ,noun,преданность,,
,шăлавар ,noun,штаны,,
,шăлавар ,noun,шаровары,,
,çилĕмле ,verb,клеить,,
,çирĕк ,noun feminine,ольха,,
,çирĕк ,nonetype,ольховый,,
,тип çу ,nonetype,постное масло,,
,тертлентер ,nonetype,держать в нужде,,
,тертлентер ,verb,мучить,,
,тертлентер ,verb,терзать,,
,тетте ,adjective,игрушечный,,
,тетте ,noun feminine,игрушка,,
,туян ,verb,покупать,,
,туян ,verb,приобретать,,
,харпăрлăх ,noun,собственность,,
,юмах ,noun feminine,сказка,,
,ялтăркка ,noun masculine,блеск,,
,ялтăркка ,adjective particle,блестящий,,
,ялтăркка ,noun,глянец,,
,ялтăркка ,nonetype,лоск,,
,ялтăркка ,adjective particle,сверкающий,,
,яри ,adverb,настежь,,
,услам çу ,noun,сливочное масло,,
,çурутрав ,noun masculine,полуостров,,
,çурутрав ,noun masculine,полуостров,,
,тăлăх ,noun,вдова,,
,тăлăх ,noun,вдовец,,
,тăлăх ,nonetype,вдовый,,
,тăлăх ,noun,сирота,,
,тăлăх ,nonetype,сиротский,,
,тепри ,nonetype,другой,,
,тепри ,nonetype,иной,,
,тупа ,noun,клятва,,
,тупа ,nonetype,клятвенный,,
,тÿмеле ,nonetype,застегивать,,
,усă кур ,verb,использовать,,
,усă кур ,verb,пользоваться,,
,хăмăт ,noun,хомут,,
,хăнтăр ,noun masculine,бобр,,
,хăнтăр ,nonetype,бобровый,,
,варман хĕрри ,nonetype,опушка леса,,
,хуравла ,verb,отвечать,,
,черетлен ,verb,чередоваться,,
,кăвакал чĕппи ,nonetype,утенок,,
,хăна ,noun masculine,гость,,
,хăна ,adjective,гостевой,,
,хир кăркки ,noun,дрофа,,
,хуртлан ,nonetype,червиветь,,
,чăвашлан ,nonetype,очувашиваться,,
,чăмла ,verb,жевать,,
,чейник ,noun masculine,чайник,,
,шкул ,noun feminine,школа,,
,шкул ,noun neuter,училище,,
,шкул ,adjective,школьный,,
,шкул ,noun,школа,,
,шутар ,verb,двигать,,
,шутар ,verb,передвигать,,
,ыраттар ,nonetype,причинять боль,,
,ыраттар ,verb,ушибить,,
,юна ,verb,грозить,,
,юна ,nonetype,таить злобу на кого-л.,,
,юсав ,nonetype,починка,,
,юсав ,noun,ремонт,,
,юсав ,adjective,ремонтный,,
,ярапа ,noun,бахрома,,
,ярапа ,noun feminine,гроздь,,
,ярапа ,noun feminine,кисточка,,
,ярапа ,noun feminine,кисть,,
,ывăл-хĕр ,noun,дети,,
,ывăл-хĕр ,nonetype,сыновья и дочери,,
,яштак ,adjective adverb,прямо,,
,яштак ,adjective noun,прямой,,
,яштак ,adjective,стройно,,
,яштак ,adjective,стройный,,
,ҫиҫӗм ,noun feminine,молния,,
,ҫиҫӗм ,masculine,удар молнии,,
,кӑвак ,adjective,синий,,
,хулӑн ,adjective,толстый,,
,стронци ,noun masculine,стронций,,
,стронци ,noun masculine,стронций,,
,çутçанталăк ,noun feminine,природа,,
,çутçанталăк ,nonetype,Природа,,
,çутçанталăк ,noun,природа,,
,Бейсик инглиш ,nonetype,Бейсик-инглиш,,
,Чăваш Енĕн Красноармейски районĕ ,nonetype,Красноармейский район Чувашии,,
,Кăпчаксем ,nonetype,Половцы,,
,деепричасти ,noun neuter,деепричастие,,
,деепричасти ,nonetype,Деепричастие,,
,хыпар агентстви ,noun neuter,информационное агентство,,
,хыпар агентстви ,nonetype,информационное агентство,,
,Крит ,proper masculine,Крит,,
,Крит ,nonetype,крит,,
,сунгари ,nonetype,сунгари,,
,сунгари ,nonetype,Сунгари,,
,Бургунди вăрçисем ,nonetype,Бургундские войны,,
,Кишинёв ,proper masculine,Кишинёв,,
,Ниша патĕнчи çапăçу ,nonetype,Битва при Нише,,
,желатин ,noun masculine,желатин,,
,желатин ,noun masculine,желатин,,
,хура хăвăл ,noun feminine,чёрная дыра,,
,хура хăвăл ,noun,чёрная дыра,,
,цитрон ,nonetype,цитрон,,
,Етĕрне ,nonetype,Ядрин,,
,кет чĕлхи ,proper,кетский,,
,Сереп Анатолий Трофимович ,nonetype,Анатолий Трофимович Сереп,,
,Акатуй ,nonetype,Сабантуй,,
,Чăваш Енĕн Канаш районĕ ,nonetype,Канашский район Чувашии,,
,телекурăм ,noun neuter,телевидение,,
,телекурăм ,noun,телевидение,,
,феодалисăм ,noun masculine,феодализм,,
,феодалисăм ,noun,феодализм,,
,сĕрме купăс ,noun feminine,скрипка,,
,сĕрме купăс ,noun feminine,скрипка,,
,якут чĕлхи ,nonetype,якутский язык,,
,Купрат ,nonetype,Кубрат,,
,тимĕрçĕ ,noun masculine,кузнец,,
,тимĕрçĕ ,noun masculine,кузнец,,
,эсперанто ,proper neuter,эсперанто,,
,эсперанто ,noun,Эсперанто,,
,Олимпири Зевс кĕлетки ,nonetype,Статуя Зевса в Олимпии,,
,нумай хысаклăх ,noun masculine,многогранник,,
,нумай хысаклăх ,noun,многогранник,,
